Sentence	ACCURACY MENTION?	comments	Normalized Ann1	Normalized Ann2	Consistent?	Decision		
These data are only suggestive, and further studies of the relation between inter-trial interval and reversal are needed, but they are consistent with the view that orientation hypotheses can be altered when they are repeatedly nonrewarded at a rapid rate.					TRUE			
While no data were given in the Douglas and Pribram (1966) study concerning the use of orientation hypotheses , much of the deficit in the hippocampal monkeys appears related to prolonged responding at the 50 per cent correct level; this is suggestive of the use of such a hypothesis.	Y		Y		FALSE	 		
To test this hypothesis , we utilized genome-wide expression data from multiple cell types to group genes that are: (1) specifically expressed in ES cells, (2) specifically repressed in ES cells, and (3) non-specific to ES cells.					TRUE	Y	testing	
When applied to the difference in accuracy between the first sequential position and the average of the last three sequential positions, this analysis indicated that the null hypothesis was 6.34 times more likely to be true than the alternative hypothesis.				Y	FALSE	Y		
We investigated this hypothesis by measuring a range of clinical, haematological and biochemical variables, including plasma ammonia and sodium concentrations and systemic inflammatory response syndrome (SIRS) scores, in 120 dogs with a cPSS both with and without clinical signs of HE.					TRUE	Y	testing	
Other subgroups of patients, such as those who received aspirin, those with congestive heart failure, those with prior strokes, and many others can now be analyzed, with the understanding that such subgroup analysis should not guide therapeutic decisions but may allow the creation of new hypotheses for future studies.					TRUE			
Conclusion The results of this study indicate that the hypothesis that dentists values and attitudes towards unrestored SDAs are unaffected by subject age, can be rejected, but the hypothesis that subject gender has no effect on dentists attitudes to unrestored SDAs can be accepted.	Y		Y	Y	TRUE	Y		
See is information revealed by a combination of SSA with the bold entries without the mode significant at maximum-entropy method and MTM (Sect. 2.2.2) – and then the 95 % level against a null hypothesis of red noise, in both SSA about other significant spectral peaks in Table 1. the LRD properties manifest in the continuous background, and MTM results; entries in square brackets are significant at this level only in the MTM analysis.	?		?	?	TRUE	?		
Research Hypothesis Based on the research questions stated above, a null hypothesis which combine all the factors addressed is hereby stated as follows; There is no significant influence on students phobia for Mathematics and the following factors; strictness of Mathematics teachers, incompetence on the part of Mathematics teachers, absence of instructional materials during Mathematics teaching, laziness on the part of Mathematics teachers, over-crowding in Mathematics classrooms, learning Mathematics in the afternoon period, poor implementation of policies by Government, absence of ICT facilities and Mathematics laboratory, absence of counselor in schools, too wide Mathematics curriculum and incessant strikes of teachers.					TRUE			
Call them hypotheses .					TRUE			
Our hypothesis is that plants grown in soil with sufficient concentrations of nutrients (such as nitrogen and Pi) receive enough nutrients from the roots, and axillary buds can grow because SL levels are low (Figure 3).					TRUE			
For each hypothesis, the individual steps of implementation consisted of (i) planning of the dedicated monitoring and experiments, (ii) conducting monitoring and experiments, (iii) data analysis and hypothesis testing, and (iv) research write up.					TRUE			
Clearly, it is critical to adopt a developmental framework in order to arrive at a better understanding of the origins of individual differences in the propensity for weight and fat mass gain, and to develop and test hypotheses that set the stage for translational research to inform the subsequent development of primary intervention strategies before an individual becomes overweight or obese, or secondary interventions to increase the likelihood of a favorable and more sustained response to weight loss strategies.					TRUE			
Hypothesis 4-2.					TRUE			
Hypotheses and Hypothesis Testing The study team''s a priori primary hypotheses were that total per-person hospital admissions, inpatient days, outpatient visits, and purchases of medicines by persons with DM would exceed total per-person use by matched controls (MCs), after adjustment for any residual differences in age and sex that were not directly controlled by matching.					TRUE			
It is suggested the hypothesis that the nature of the smash, in which the athlete uses the arm violently, more than does in volleyball service or in the art of reception, is the key to the pathogenesis of the lesion in volleyball players.					TRUE			
If emotion regulation in mindfulness relies upon a cognitive mechanism, meditators would show reduced emotional reactions when applying the reappraisal (mentalizing) strategy, whereas, if the experiential hypothesis is true, they may show larger differences when applying the mindful detachment strategy.	Y		Y		FALSE	 		
We did not include models with multiple mechanisms (i.e., with energetic demand and predator search image) or interaction terms among the mechanistic factors because: (1) we designed our study from the outset to test among the six mechanistic hypotheses to determine which factor best explained the observed seasonal decline in nest predation, (2) the number of possible models involving additive and interactive effects among mechanistic factors is enormous, and (3) our analytical approach modeled the risk of failure on a daily basis and the number of samples (nests) for any given day was not always high even with our large sample of nests to adequately test for interactions between mechanistic causes.					TRUE			
Possible beneficial effects of attenuation of the intramedullary pressure increase by the use of a reamer-irrigator-aspirator (RIA) system were studied with the hypothesis that the RIA technique would cause lower numbers of pulmonary embolisms and lesser cardiopulmonary affection than after traditional reaming (TR).					TRUE			
Aronsson, Gustafsson, and Dallner (2000) also found that those proffering welfare and teaching services indicated elevated degrees of presenteeism probably because they were customarily occupied with groups in more susceptible positions like the children, the sick and the elderly. ere was also a positive and significant correlation between pressure from management and presenteeism in hypothesis six thus aligning with Dew, Keefe, and Small (2005) that found in its study of a factory that strong pressure from management made the workers to demonstrate presenteeism. for hypothesis seven Performance-based self-esteem (PBSE) was found to have a positive and significant correlation with presenteeism therefore confirming the submission of studies like Boles, Pelletier and Lynch (2004) and Love et al. (2010) that workers with elevated degrees of PBSE want to institute their worth on the job and consequently positively forecast presenteeism.	Y		Y	Y	TRUE	Y		
These results are consistent with the prediction of our second hypothesis that grazing enhances N and P allocation to aboveground in the meadow, but it increases N and P allocation to belowground in the typical and meadow steppes.	Y		Y	Y	TRUE	Y		
ABO - Arquivos Brasileiros de Oftalmologia reinforces the editorial line to publish original papers in the field of ophthalmology with good scientific quality, whether the results confirm or disprove the study hypothesis , because both types of results are useful and required to have a good understanding of scientific questions in order to guide readers in their clinical practice and future research.					TRUE			
These findings confirm the high prevalence of OSA in resistant hypertension (85%) and are consistent with the hypothesis that hyperaldosteronism in resistant hypertension might exacerbate OSA–by promoting upper airway edema due to sodium and fluid retention–or inversely, OSA stimulates aldosterone release, while there might even be a bidirectional relationship in that phenomenon. 3.2.	Y		Y	Y	TRUE	Y		
Testing hypothesis related to vertical resolution may prove more difficult, as changes usually coincide with separate changes to model physics, e.g., the parameterisations of convection, cloud cover, turbulent mixing, emissions due to lightning, or stratosphere-troposphere exchange.					TRUE			
It also provides an early insight into the biodiversity of AM fungi in Thailand to test the hypothesis that differences in AM fungal communities present in the roots and rhizosphere soils are determined by collecting sites, host plant species, and local environmental factors.					TRUE			
To represent the hypothesis that productivity varied as a function of overall vegetation structure and productivity, we modeled productivity as a function evi.mns, the average station-specific monthly EVI value across all five years of the study.					TRUE			
One must note that, contrarily to the Evaporative Fraction, there is no documentation, and a fortiori no consensus, on the most common shape of the stress factor during the day, and its self preservation is, to our knowledge, the only tested hypothesis for daily ET reconstruction using methods based on a potential or a reference evapotranspriation rate.					TRUE			
However, interestingly, both March and September timeseries reach a 95 % significance level in the same year, 1989, as indicated by the error bars not crossing the origin (i.e., there is a less than 5 % probability that the null hypothesis of no trend is true).				?	FALSE	 		
T h u s, all discussion of the "quality of experience" of health, sickness, d i s e a s e, illness, malady, norm a l i t y, anomaly, e t c. could be challenged, adjusted, corre c t e d , improved, denied, etc., according to physicalist constructions and all nomological description of the same problems would be subject to debate according to the forms of knowledge that seek to offer empirical hypotheses concerning acquired beliefs related to the various "meani n g s" of terms like health, sickness, sufferi n g , autonomy, etc. The difference between the paradigms would be respected without our necess a rily having to understand " i n c o m m e n s u rability" as a synonym for "untranslatability".					TRUE			
To test this hypothesis , we display, respectively, the vertically integrated meridional and zonal moisture fluxes in Figures 8(a)–8(d) and Figures 9(a)–9(d) for each simulation.					TRUE	Y	testing	
We first tested the hypotheses that alleles with robust prior evidence for association to schizophrenia are enriched for parent-of-origin biased transmission in our trios, and that the loci defined by the associated alleles are enriched for imprinted genes.					TRUE	Y	testing	
Last but not least, in the fourth hypothesis , namely the existence of a co-ownership right on the existing construction and of a different owner of the land, it is necessary to obtain the agreement of all of the owners.					TRUE			
Despite the fact that only synonymous substitutions in 2 out of 6 codons affected exon 11 splicing, the deletion analysis of BRCA1 exon 11 appears to experimentally validate the hypothesis that maintenance of correct alternative splicing is the cause of selection against silent sequence variations in the BRCA1 critical region.	Y		Y	Y	TRUE	Y		
It is of note that much recent work on speciation, introgression and wing ornamentation cited above comes from work on the Heliconius model system; comparative studies of the distribution of Polythore wingforms and butterfly wingforms may help to determine the feasibility of this hypothesis .					TRUE			
To test our hypothesis we measured serum concentrations of eleven cytokines and chemokines that were recently described to play an important role in asthma pathogenesis: IL-4, IL-5, IL-8, IL-10, IL-12 (p40), IL-13, IL-17, TNFa, GM-CSF, eotaxin, and IFNc.					TRUE	Y	testing	
We hypothesized that this pair of cell lines would exhibit differences in platinum drug accumulation, intracellular inactivation and drug-DNA formation and repair consistent with their sensitivity to each drug, and that gene expression analysis of these nearly isogenic cell lines will result in reasonable number of testable hypotheses that may be specific to bladder cancer.					TRUE			
We used a Chi Square (SPSS 22, IBM, New York, NY, USA) to test for a difference in the proportion of mortalities between JB and IM to test the hypothesis that the ranch which provided the best panther hunting habitat would incur more depredations.					TRUE	Y	testing	
As shown in Figure 7B, there was not a significant decrease in the ratio of 9142:9142-M10 in the excrement, arguing against the hypothesis that wild-type S. epidermidis is preferentially retained in the C. elegans intestine compared to PIA-deficient 9142-M10.	Y		Y	Y	TRUE	Y		
Photosynthesis and Eukaryotes The alkaline hydrothermal vent hypothesis predicts that life arose in the watery environment on the seabed, and that life''s reactions were taking place in tiny clay bubbles, formed during the escape of gas from the mantle, with energy being derived from geothermal sources.					TRUE			
Case studies are, first and foremost, descriptive; secondly, they allow for the generation of rich information about people and particular contexts; and, finally, they create opportunities for the emergence of new ideas and hypotheses (Terre Blanche & Durrheim, 2002 ).					TRUE			
Extending these studies, we also explored the functional consequences of selective NGF knock-out by siRNA in infected respiratory epithelia, and specifically tested the hypothesis that this neurotrophin contributes to an innate survival strategy deployed by cells being infected against the invading virus, thereby modulating the pathological and clinical manifestations of the infection.					TRUE	Y	testing	
An inspection of the way statistical parameters of the distribution of faking scores can be expected to affect hiring decisions and validity may be used to develop hypotheses on simultaneous effects on these outcomes, which may then be tested empirically.					TRUE			
In accordance to the research question we will test the following two hypotheses for four components: H1 a,b,c,d: verifying the CASC scale as a scale with which we can identify separate components (a)rational, (b)primary, (c)social and (d)individualistic; based on MacLean theory.					TRUE	Y	testing	
We wish to test if RBCs are cleared randomly and independently of age (hypothesis D3), or if they are all cleared at a fixed age (hypothesis D2), or if they are cleared randomly up to a fixed age and then cleared immediately ( hypothesis D1).					TRUE			
Our approach is based on the hypothesis that the main difference between shallow and deep convection is precipitation, so that improving the representation of some key effects of precipitation in a shallow convection scheme can allow it to be extended into a unified scheme.					TRUE			
Conclusions Although the aggression catharsis hypothesis has great appeal and popular support, the evidence suggests that it is not a valid concept in psychology: (1) Aggression is not a drive that must be vented, so the underlying Freudian assumption is incorrect.	Y		Y	Y	TRUE	Y		
To test this hypothesis , we engineered epitopes within EBOV GP at locations which, based on their position relative to the mucin domain and the globular region of GP, are predicted to be more accessible than the KZ52 epitope.					TRUE	Y	testing	
Another reason for using the approximation strategy (rather than standard permutation with a stopping rule) is to produce Uniform(0,1) distributed pvalues (under the null hypothesis ; see Figure S2) for all the tests conducted, which is preferred if further analyses of the p-values are conducted in e.g. a pathway analysis.					TRUE			
The deciphering of recognition signals according to the neural template hypothesis comprises four steps of neuronal events: the first two steps involve the acquisition, via the sensory system, of qualitative and quantitative information regarding own colony CHC profile, and memory formation and storage of the gestalt colony CHC profile in a brain center, which constitutes the template.					TRUE			
This analysis was not simply to document some peculiarities of worms but to present and test a hypothesis , namely that the rolling, fertile hills of the English countryside were in a state of constant churning by the action of earthworms.					TRUE	Y	testing	
Success Factors as Found in Brisbane, Seattle, Singapore, Stockholm and Bremen for Consideration in an Innovative Staff Management Strategy An the beginning of our work, our hypothesis was that you needed a Vision, strong and effective Tools, a genuine human HR philosophy and the conviction of Communication.					TRUE			
The sample size was calculated after a previous pilot study with 12 participants, considering a confidence interval of 95%, a bilateral hypothesis test, a significance level of 0.05 (type I error), a power of 80% (type II error) and a crossover design for a statistical analysis of ANOVA.					TRUE			
Despite our purported understanding of AD pathophysiology, "Proof of Mechanism" has yet to be translated into a robust "Proof of Concept" in an appropriately powered randomized clinical trial, particularly for any pharmacologic intervention based on the amyloid hypothesis .					TRUE			
So, we decided to simplify the frontend module by discarding the module of decision point detection and modify the Viterbi decoding procedure this way, that the decoder will not evaluate the hypothesis (generate result of detected models) using decision points from frontend module, but he will track the history of the available hypotheses paths and waiting for repeating of the models from background subset on the end of the most probable hypotheses.					TRUE			
Lal and Lawrence (2001) also suggested that the strong photochemical production in the urban outflow was likely to similarly be occurring over rural regions of India, although observations were not available at the time of INDOEX to examine this hypothesis .	Y		Y	Y	TRUE	Y		
To test this hypothesis we performed time-course ChIP-qPCR analysis using antibodies to HDAC2 or DNMT1 and primers specific for CpG island flanking the ATG start site of RASAL1 or exon 8 after exposure to high phosphate for 24, 48 or 72 hours (Fig 6A).					TRUE	Y	testing	
If the biological motion hypothesis of action anticipation is correct, we would expect that (i) gaze will be predictive in the biological motion condition because kinematic information from human movements is sufficient for anticipatory gaze performance and (ii) gaze will be reactive in the control condition which does not include biological motion.	Y		Y		FALSE	Y	appeal to correctness of H in the antecedent of the implication	
The results compare well with observations collected during the nutrient limitation studies of Sylvan et al. (2006, 2007, 2011) and Quigg et al. (2011) and corroborate their hypothesis of delayed primary production in the Mississippi delta resulting from phosphorus limitation.	Y		Y	Y	TRUE	Y		
As stated, we are interested in input quantities which we know varied in the past, though we will assume that they varied sufficiently slowly to justify a hypothesis of quasi-stationarity of the ocean–atmosphere system with the forcing.					TRUE			
To investigate whether top-down and bottom-up processes interacted with each other, we tested the interface hypothesis ( Fig. 1 B ), which assumes that the degree of top-down attentional modulation should be dependent on the amount of competition left unresolved by bottom-up processes against the spotlight hypothesis ( Fig. 1 A ), which proposes that attentional modulation should be independent of bottom-up processes, and instead will depend on factors such as the location of the attentional spotlight and task difficulty.					TRUE	Y	testing	
Given these results, we can say that the second research hypothesis is rejected at the 95% significance level, Based on, the information content of dividend changes are different in companies with high growth compared with the firms with low growth.	Y		Y	Y	TRUE	Y		
According to our findings, we can conclude that the "capillary steal syndrome" hypothesis might be one possible pathway for reduced capillary oxygen saturation with equivalent blood perfusion and equivalent postcapillary venous filling pressure at the plantar foot in patients with diabetes.				Y	FALSE	 Y		
A multiple hypothesis approach in a data scarce region					TRUE			
It is well known that hypothesis space with more					TRUE			
coexistence will follow the intermediate disturbance hypothesis [23].					TRUE			
Support for the target orienting hypothesis persisted across both the search asymmetry paradigm and the				?	FALSE	Y		
Our results confirm our hypothesis and corroborating the results of a study with younger healthy men [ 16 ].	Y		Y	Y	TRUE	Y		
Competing hypotheses have been based on several lines of evidence that often appear contradictory, including natural					TRUE			
Clearly describe the primary and any secondary objectives of the study, or specific hypotheses being tested					TRUE			
This is an interesting hypothesis that requires further investigation, feasible in yeast considering that the					TRUE			
– All comments rely on the hypothesis that the landslides are single rotational slides.					TRUE			
Taken together, these data support the hypothesis that immune	Y		Y	Y	TRUE	Y		
The null hypothesis that trichomes do not cloud locomotion of ants was accepted. 2				Y	FALSE	Y		
All these hypotheses were supported by in vitro experiments [13].	Y		Y	Y	TRUE	Y		
" This hypothesis was confirmed by quantifying the frequency of subgraph occurrence as a function of time.	Y		Y	Y	TRUE	Y		
Statistical significance was accepted if the null hypothesis could be rejected at p<0.05.					TRUE			
One possibility is variations in solar output, but much more complicated hypotheses have been proposed [52].					TRUE			
However, this hypothesis needs further evaluation [ 93 ].					TRUE			
Keywords: hypothesis testing; probabilistic graphical models					TRUE			
In order to simplify boiler model [33], the following hypothesis is given.					TRUE			
Statistical independence is an important hypothesis while using ICA [23].					TRUE			
We recently tested this hypothesis by comparing cell population and single cell kinetics on isolated permeabilized rat cardiomyocytes [9].					TRUE	Y	testing	
A model of budget impact for the Sickness Fund was also designed to calculate costs using the hypothesis that					TRUE			
formed, such a strict null hypothesis has to be false (given a large enough sample size).				?	FALSE	Y		
Whenever statistical hypothesis testing was used, a significance level of α =5% was considered.					TRUE			
From the hypothesis αδ > σ, we deduce that q + r > 0.					TRUE			
This raises the hypothesis that the DRs may					TRUE			
Concordant with IC50 results and our hypothesis that DNA damage prior to 4				?	FALSE	 		
We were able to confirm our leading hypothesis that assumed Slovenian entrepreneurs who highly appreciated the values and virtues of a moral	Y		Y	Y	TRUE	Y		
In particular, we test the hypothesis that HAMP can adopt					TRUE	Y	testing	
(Formal proof of the stability hypothesis would be difficult since it would require exhaustively ruling out all theoretical possibilities.					TRUE			
Recent research on cheating would speak for the mixed strategy hypothesis [19,21,28].					TRUE	Y		
cording to the Z A test, the null hypothesis of no unit root cannot be rejected.	Y		Y	?	FALSE	Y		
Original research, review, case reports, hypothesis formation, expert					TRUE			
If our hypotheses are correct, then a major drive to reduce PLoS Medicine | www.plosmedicine.org					TRUE	Y		
Schematic representation of hypotheses that may explain the opposite effects of OMP and CRF/DH.					TRUE			
These models can be thought of as a specific instantiation of the Bayesian brain and predictive coding hypotheses [45].					TRUE			
In evolutionary biology, there is a widely accepted hypothesis that small populations favor rapid speciation and chromosomal evolution [6].					TRUE			
While this is theoretically plausible, there is little empirical evidence from low-income countries to support this hypothesis [ 14 ].	Y		Y	Y	TRUE	Y		
Under the hypotheses (2.15) with a > 0, it can be shown that af >					TRUE			
This hypothesis was later corroborated by confocal microscopy using a double-labeled core-shell nanoparticulate approach [38].	Y		Y	Y	TRUE	Y		
Differences were considered statistically significant when type I error (a) was <5% under null hypothesis .					TRUE			
We test the hypothesis that GEC sloughing is 7					TRUE	Y	testing	
his school.7 An attractive hypothesis , now widely accepted, is that by P.					TRUE			
( Hypothesis 4a, Table 1).					TRUE			
A recent result in support of this hypothesis as applied to ownership was found in virtual reality outof-body experiments [15].				?	FALSE	Y		
In cases where mutation cluster cellularities were available [13], we used the hypothesis test on pairs of mutation clusters.					TRUE			
There is increasing data to support the hypothesis that not only shear stress modulates endothelial development and function, but also hoop stress caused	Y		Y	Y	TRUE	Y		
However, this does not mean that the hypothesis of Ivanova et al [18] about the role of B11-17				?	FALSE	FALSE		
Our hypothesis is that treatment with the licocalchone C, resulting in a reduction of the superoxide radical, restores a physiological					TRUE			
On the other hand, there are a number of hypotheses concerning the role of sex in promotion of sleep [50].					TRUE			
hypothesis is that Cu could be found at relative high concentration in sediments close to the site where mussels were collected [58].					TRUE			
This hypothesis , currently referred to as					TRUE			
These findings clearly support the hypothesis that the sevoflurane-mediated decrease in IPSC-frequency and amplitude is action potentialdependent.	Y		Y	Y	TRUE	Y		
where gt, w, w : gt, w v, w v − λv satisfies the hypothesis .					TRUE			
Therefore we considered the hypothesis that host cells respond to an L. pneumophila-encoded activity in addition to PAMPs.					TRUE			
Thus, the FK tests confirm that the kill/ camp points do not support the predictions of the hafting hypothesis .	Y		Y	Y	TRUE	Y		
We tested the hypotheses by performing further simulations with the sparseness a = 0.05, with 20 specific pools in the network.					TRUE	Y	testing	
Consistent with this hypothesis , elevated Il-22 levels were found in mice overexpressing KLK5 in the epidermis [23].	Y		Y	Y	TRUE	Y		
In short, our data strongly support the hypothesis that NR1I2 TGT haplotype,	Y		Y	Y	TRUE	Y		
This evidence supports the hypothesis that the detected EM anomaly is originated during the micro-fracturing in the pre-focal www.nat-hazards-earth-syst-sci.net/6/205/2006/	Y		Y	Y	TRUE	Y		
Similarly, this study''s hypothesis is that the more involved African-American male students are and the more included they feel, the better their					TRUE			
The results of the proposed method were statistically compared with this of the official method using a point hypothesis test [22,23].					TRUE			
The crystallographic structure then gave the exact topology of the position of the strand β1.16 The hypothesis made in the present work that the					TRUE			
This finding of context dependence supports previous work that has shown that the Flory isolated-pair hypothesis does not hold true [35].	Y		Y	Y	TRUE	Y		
Research Hypothesis The paper carries following hypothesis: H1 = There is a significant impact of inflation on the economic growth.					TRUE			
As for β-blockers, a general hypothesis is that the African-American population is less responsive to β-blockers than the Caucasian population because					TRUE			
As a result, Hypothesis 1 was supported and accepted (t > 1.80 and p < 0.01).	?		?	Y	FALSE	Y		
Luciferase experiments confirm the hypothesis that binding of miR-383 to DIO1 39UTR PLoS ONE | www.plosone.org	Y		Y	Y	TRUE	Y		
investigate the hypothesis that individuals do not always feel the emotions that an excerpt is intended to convey, we analyzed differences between these two ratings.					TRUE	Y	testing	
Strength and Weakness of the Quantum-SpacetimeInspired Hypothesis .					TRUE			
In particular hypotheses on multimodal signal function were specifically set up in the context of courtship behavior and female mate choice [4,5].					TRUE			
One intriguing hypothesis would be that DAU-1 represents a novel inhibitor of the DAF-12 dauer-inducing function and acts independently of steroidhormones.					TRUE			
To test this hypothesis , we utilized the small molecule inhibitor NVP-AEW541 [22] to directly inhibit IGF-1R in OCM1A cells.					TRUE	Y	testing	
In 1996, Offenbacher et al. introduced the hypothesis that periodontal diseases could be a potential risk factor for preterm birth [18].					TRUE			
Our hypothesis that HRV is reduced in MDD relative to controls (CTL) was confirmed by an overall MANOVA, including	Y		Y	Y	TRUE	Y		
Finally, we suggest a hypothesis to explain the reasons behind the variation in the proportion of ion-induced nucleation from one day to another. 2					TRUE			
" The answers to these questions are then incorporated into the analysis as a "factor", in addition to the null hypothesis .					TRUE			
This hypothesis is called the "two hit hypothesis " and has been related to the genesis of neuropsychiatric disorders [39,40].					TRUE			
In line with this hypothesis , survival after diagnosis of prostate cancer is significantly shorter in patients with T2DM compared to such without [7].				Y	FALSE	Y		
However, several hypotheses for the effects of the HCl treatment have been proposed [16,17,18,19].					TRUE			
(a) Bifurcation points hypothesis .					TRUE			
They should not omit inconvenient, inconsistent or inexplicable findings or results that do not support the authors'' or sponsors'' hypothesis or interpretation;	Y		Y		FALSE	 		
A direct test of this hypothesis is achieved within a genotype by determining if performance is reduced following sleep deprivation in comparison with untreated siblings [33].	Y		Y		FALSE	Y		
This hypothesis was supported by a recent modelling approach where only a few enzymes were predicted to influence stochastic variation in the whole metabolic network [32].	Y		Y	Y	TRUE	Y		
The null and alternative hypotheses for the tests may be written as: H0: a = 0 but H1: a<0.					TRUE			
and the hypothesis of no association in the above model is The test pertains to a single parameter instead of K parameters in (1).					TRUE			
The following hypothesis is confirmed, as well, since the number of pupils/students during the last 14 years shows both evolution and involution stages.	Y		Y	Y	TRUE	Y		
no previous studi es that have analysed the hypothesis of a ''liability of unfamiliarness'' differentiated for level of regional development within a single banking industry.					TRUE			
support the hypothesis that peak plasma CORT values were reduced in 5-HT1B KO mice in Experiment 1 because plasma was collected from animals in the dark.	?		?	Y	FALSE	 		
There is strong support for the hypothesis that antisense transcripts provide a widespread and important mechanism for the regulation of the human genome [ 9 , 10 ].	Y		Y	?	FALSE	Y		
To test this hypothesis , we made use of specific wg mutant embryos in which an ectopic groove is formed at the PS boundary [20].					TRUE	Y	testing	
The alternative hypothesis of strong introgression of the tetraploid genotype into the diploids can be ruled out due to the virtual lack of triploid hybrids [31].	Y		Y	Y	TRUE	Y		
This hypothesis is supported by the lack of relationship measured between soil temperature and soil water content (p = 0.69; data not shown).	Y		Y	Y	TRUE	Y		
The present results support the hypothesis that ubiquitin degradation of SnoN may be involved in the pathogenesis of DN by specifically activating TGF-β/Smad signaling.	Y		Y	Y	TRUE	Y		
These effects fit nicely with the hypotheses that can be drawn from the mouth-hand mimicry theory [5] [32–34] as well as the double 8	Y		Y	Y	TRUE	Y		
the probability of one or more false rejections of true hypotheses, regardless of how many hypotheses are true and what value the parameters of the false hypotheses take.					TRUE			
Here we test the Moa''s Ark hypothesis using relaxed molecular clock methods in the analysis of a 7.2-kb fragment of the chloroplast genome.					TRUE			
ceptible to collisions; rather, the available evidate that window strikes by birds are a yeardence, while indirect, supports the hypothesis round problem.	Y		Y	?	FALSE	?	too ungrammatical	
of the temperate-phage life cycle may be selected for under these conditions; thus, finding the int gene in this particular phage is consistent with this hypothesis .	Y		Y	?	FALSE	 ?		
We used the hypothesis test P(H1) that represents the probability of the alternate hypothesis that the difference between sample and control groups is due only to					TRUE			
According to their hypothesis , estrogens may exert their growth-stimulatory effects on leiomyomas intermediated by cytokines, growth factors, or apoptosis factors [68].					TRUE			
In agreement with this hypothesis the reexpression of LGI1 in glioma cells, lacking endogenous LGI1, impaired cell growth and migration capacity [9].	Y		Y	Y	TRUE	Y		
Hypothesis 2: According to Table 6, there is a weak negative correlation between the nervousness and job satisfaction P<0.05.				?	FALSE	 		
These findings support the hypothesis that therapeutic enhancement of SphK2 activity and/or depletion of SphK1 may be effective treatments for the exuberating inflammation of IBD.	Y		Y	Y	TRUE	Y		
In contrast, the mechanism for the RTS is based on the hypothesis that mild/moderate SUI results from compromise of periurethral supporting structures [32].					TRUE			
The dwarfism of B.pygmaeus may be due to their folivorous dietary specialization [4], although this hypothesis is not entirely supported [2].	Y		Y	Y	TRUE	Y		
These reductions in calcification by juvenile bivalves coupled with the current findings of reduced bivalve larvae calcification with increasing CO2 collectively support the ''death by dissolution'' hypothesis proposed as	Y		Y		FALSE	Y		
In this test, the null hypothesis is that the proposed SFL-LBP makes no difference when compared to other algorithms, and the alternative hypothesis is that SFL-LBP makes an					TRUE			
Consistent with this hypothesis , macrophage-derived TNF-α production was reportedly blocked by fucoidan treatment in an in vitro co-culture model of gut inflammation [35, 47].	Y		Y	Y	TRUE	Y		
Generally, our results lend striking experimental support to a hypothesis suggesting that subcellular localization changes of duplicate proteins could occur by key substitutions in protein targeting sequences [21].	Y		Y	Y	TRUE	Y		
Since the brain is quite vulnerable to biotin deficiency [45], the second hypothesis is that biotin deficiency might have led to cognitive impairment and limited ant recognition performance.	?		?		FALSE	 		
Hypothesis 6: In the short-term virtual team, interactions of social reputaion benefits and individual exchange orientation are negatively related to explicit and implicit knowledge sharing behavior. 34					TRUE			
Peptide binding specificities for risk-associated alleles could help identify new causative autoantigens or help investigate mechanistic hypotheses such as competitive capture by alternative binding registers [10,11].					TRUE			
Here, we take a novel perspective to examine the bilingual advantage hypothesis by comparing bidialect with mono-dialect speakers'' performance on a non-linguistic task that requires executive control.					TRUE	Y	testing	
In contrast, the authors also argue for the wealth-transfer hypothesis claiming that corporate governance benefits shareholders at the expense of creditors, and thus damages the debt-holders'' position.					TRUE			
the general attribute should be assessed to the grade by both the first attribute and the th attribute; measures the relative support for the hypothesis by the first attributes only; th	?		?		FALSE	 		
Discussion It has been proposed that atypical face scanning underlies poor recognition of facial identity in ASD [8,25] but there are few direct tests of this hypothesis .	Y		Y		FALSE	 		
Whereas significance testing is a case of post-hoc analysis, Bayesian inference generates probabilistic statements about hypotheses based on the microarray data (a priori estimation) [49].					TRUE			
This hypothesis is supported by recent studies showing that altered autoregulation of the cerebral blood flow[13] and vasogenic cerebral edema[14] may cause AMS and HACE.	Y		Y	Y	TRUE	Y		
According to the current hypothesis , stimulation of CD1dexpressing APC by glycolipids requires the concomitant presence of iNKT cells [17,18,19,42].					TRUE			
Although the cause of AD remains unclear, the proposal of the cholinergic hypothesis of memory impairment has been accepted for the drug development of this disease since 1984 [40].					TRUE			
The behavioral manipulation hypothesis predicts that parasites can change host behavior in a way that benefits the parasites and not the host (extensively reviewed in [1–9]).					TRUE			
This confirmed the hypothesis in angiosperms that vein density evolution enable higher photosynthesis [10], and low stomatal conductance and photosynthesis of ferns could be caused by low vein density.	Y		Y	Y	TRUE	Y		
These data are consistent with the guard hypothesis of R-protein action [45], which predicts that it is the virulence function of the bacterial effector that induces the defense response.	Y		Y	Y	TRUE	Y		
This effect runs counter to the hypothesis that an excess of food may have permanent effects on metabolism that induce less efficient resource use than individuals reared on restricted diets [8].	Y		Y	Y	TRUE	Y		
By hypothesis , we have c = span(Y ) for some Y ⊆ c; we now prove that c = cl(Y ).					TRUE			
At present, ''omics'' approaches are bestsuited to create a new assumption/ hypothesis and many researchers have pointed out that validation studies should be conducted in separate follow-up studies.					TRUE			
However, it has been proposed that the primary cause of AD is accumulation of Ab in the brain which is known as ''amyloid cascade hypothesis '' [3].					TRUE			
Hamdache 7 Let (Eε ,Pε ) be a solution to problem (1.14) associated with the source term F satisfying the hypothesis					TRUE			
