filename	ind1	ind2	sample	evaluation 1	evaluation 2	agreement	superannotator
http://www.jstor.org/stable/25565824	1	20	The linear hypothesis was examined by least squares fitting and showed an excellent correlation for all series.	?	N	FALSE	N
http://www.jstor.org/stable/40398437	7	11	A null hypothesis that only a 50 percent prediction accuracy is achievable due to the random-walk behavior in each market is used to evaluate the performance of each neural network and to produce a corresponding ? value.	N	N	TRUE	
http://www.jstor.org/stable/27800378	5	9	We also tested whether including gender by-status interaction terms significantly increased model fit, using the HLM optional hypothesis test ing utility (Raudenbush et al.	?	N	FALSE	N
http://www.jstor.org/stable/4543941	19	3	Since it is by a continuation of the same activity of the mind that an inaccurate becomes an accurate hypothesis, it is surely impossible to debumanise the hypotlhesis once it becomes finally established.	N	?	FALSE	N
http://www.jstor.org/stable/188684	9	2	The analog system based in the right hemisphere, on the other hand, is a pure representation system, devoted to accurately capturing the world, on this hypothesis.	N	N	TRUE	
http://www.jstor.org/stable/42629828	18	0	Voluntas (2013) 24:581-605 599 toward businesses for donations, but the result does not fit the hypothesis based on resource dependence.			TRUE	
http://www.jstor.org/stable/4356107	4	13	Example 1 Goodness of fit to a single hypothesis.	N	N	TRUE	
http://www.jstor.org/stable/2094461	11	23	the earlier paper (Hope, 1971), I introduced a model called the halfway hypothesis which was designed to correspond more accurately than does the square-additive model to a feature of the verbal formulation of the latter, in that the estimated mean for movers between class i and class i lies exactly at the unweighted mean of the estimated mean of stayers in i and that of stayers in j.	?	N	FALSE	?
http://www.jstor.org/stable/23882824	17	10	The second goal was to test the instructional fit hypothesis, which is the idea that there is an interaction between the student's prior knowledge, the cognitive processes that are evoked by different types of instruction (e.g., prompting), the modifications those pro cesses make to the knowledge representation, and the utility of that representation for the given task.	N	N	TRUE	
http://www.jstor.org/stable/40536796	5	56	Similarly, we performed a hypothesis test to exclude mixed patterns that had large fitting errors when decomposed into fractional combination of fundamental pattern fluorescence fractions.	?	N	FALSE	N
http://www.jstor.org/stable/20012551	3	3	An immediate consequence of this theorem is that the greater the efficiency of an estimate ofp, the higher the expected *accuracy of the hypothesis picked out.	?	?	TRUE	
http://www.jstor.org/stable/24772461	14	2	For all methods, the AIC appears to select models with low Kullback-Leibler divergences from the truth but with greater numbers of edges than would be ideal for accurate hypothesis generation.	?	N	FALSE	N
http://www.jstor.org/stable/685575	1	22	This leads people to tailor the evidence to fit the hypothesis.			TRUE	
http://www.jstor.org/stable/23800666	2	25	[Both models are generalizations of the probability matching hypothesis (40).	N	N	TRUE	
http://www.jstor.org/stable/1818884	1	23	A number of political researchers have conducted empirical studies to see how accurate the size principle is as a descrip- tive hypothesis.			TRUE	
http://www.jstor.org/stable/23873676	3	42	workers—involving a loss of accuracy, but one which To test this hypothesis, changes in normal hours are should not matter greatly for short-term changes.	N	N	TRUE	
http://www.jstor.org/stable/2006924	0	0	Testing The Matching Hypothesis: The Case of Major-League Baseball By KENNETH S. CHAPMAN AND LAWRENCE SOUTHWICK, JR. The job-*matching hypothesis offered by Boyan Jovanovic (1979) and others has been applied widely in the past decade.	N	N	TRUE	
http://www.jstor.org/stable/684414	2	4	For example, the first and most obvious rationale for homogamy in the social psychological literature can be titled the "matching hypothesis": people pre- sumably prefer spouses with characteristics similar or similarly ranked to their own (e.g., Berscheid et al, 1971).	N	N	TRUE	
http://www.jstor.org/stable/24868007	8	20	Cushing DH (1990) Plankton production and year-class strength in fish populations: an update of the match/ mismatch hypothesis.	?	N	FALSE	N
http://www.jstor.org/stable/2734366	0	6	An examination of the hypothesis that information on age is more accurate when the respondent is literate, based on data from a 1966 survey of 26 villages in the Kutch District of Gujarat State and the Ratnagiri District of Maharashtra State.		N	FALSE	N
http://www.jstor.org/stable/40041527	45	2	We would also surmise that if the subterfuge hypothesis were accurate, whites could have engaged in the same conduct without it being considered a nuisance.	?		FALSE	
http://www.jstor.org/stable/20734515	5	13	(2004) further pointed that there were logical problems underlying the rationale of a hypothesis-testing approach to setting cutoff vales for fit indices proposed by Hu and Bentler (1999).	?	N	FALSE	N
http://www.jstor.org/stable/40587597	10	17	We first tested Hypothesis 3 by fitting a cubic relationship to the full dataset, Model 4 in Table 5.		N	FALSE	N
http://www.jstor.org/stable/43278657	3	32	Consistent with this interpretation is the hypothesis that the PT acts as a "computational hub" matching incoming complex sounds with previously experienced stored representa- tions (35).	?	N	FALSE	N
http://www.jstor.org/stable/26159506	5	1	It is through this hypothesis testing and empirical fal sification that more fit knowledge with objective reality replaces older knowledge that is less fit.			TRUE	
http://www.jstor.org/stable/27757356	15	9	Bohr commented that Dirac's hypothesis would not give quantitative results fitting the astrophysical data.			TRUE	
http://www.jstor.org/stable/1965759	4	11	A second caveat concerns the substantial intercountry variations that can be ob- served in some cases, variations that do not readily fit in with the proposed hypothesis.			TRUE	
http://www.jstor.org/stable/2547419	3	9	What had seemed like a bland and straightforward enough description - an observable outcome of adaptation to new environments, a familiar process of "learning the ropes" and "fitting in" through which "they" become like "we" a convergence hypothesis, a sort of regression to the mean - could become an explosive and contested prescription, value laden with arrogant presumptions of ethnic superiority and inferiority and fraught with the bitter baggage of the past and the fractious politics of the present.	N	N	TRUE	
http://www.jstor.org/stable/20142910	5	88	Multidimensional scaling by optimizing goodness of fit to a nonmetric hypothesis.	N	N	TRUE	
http://www.jstor.org/stable/2384173	1	4	He is willing to cite evidence (respondants to an early Showa poll who put performance above 'personality') that does not fit his hypothesis.			TRUE	
http://www.jstor.org/stable/40295898	17	7	Our failure to find evidence for the Match- ing Escalation Hypothesis contrasts with data from a number of other song- bird species (Burt et al., 2001; Molles & Vehrencamp, 2001; Vehrencamp, 2001), although not all studies have found a relationship between matching and escalation (e.g., Falls, 1985).		N	FALSE	N
http://www.jstor.org/stable/20441048	17	2	Stigma and fit hypothesis rhetoric characterize lower test scores and higher college dropout rates among minorities as harms caused solely by affirmative action.	N	N	TRUE	
http://www.jstor.org/stable/3449207	2	32	Contrasting patterns of floral sex allocation between close- ly related species with similar architectural and develop- mental architecture fit the predictions of the mating environ- ment hypothesis and lend strong support to the fact that di- chogamy influences floral sex allocation.			TRUE	
http://www.jstor.org/stable/24462193	2	13	It is possible to offer a new hypothesis centered on the modifier "fit" which throughout the divorce tracts pertains to the desirable mate and in the remainder of Book 7 pertains primarily to Eve.	N	N	TRUE	
http://www.jstor.org/stable/43298866	0	7	The other term in the Bayes factor represents a measure of the fit of the hypothesis.	?	N	FALSE	N
http://www.jstor.org/stable/24598955	2	2	The reason for using nonsense words, to verify predictions based on phonological and inflectional information, would be obviated—since other words, whose composition may be similar but do not completely fit the description of the hypothesis, may be the basis of the stress given and not the nonsense word itself.	?		FALSE	
http://www.jstor.org/stable/40230028	10	9	1 do not permit rejection of the nul hypothesis; the model does fit the data.	?	N	FALSE	N
http://www.jstor.org/stable/2534184	6	10	For the seven countries examined, it gives the coefficients and summary statistics for the unconstrained equations; and, for compari- son, it gives the summary statistics for the equation in which the coefficients are constrained to fit the strict monetarist hypothesis.10 10.		N	FALSE	N
http://www.jstor.org/stable/4188422	10	85	"Multidimensional Scaling By Optimizing Goodness of Fit to a Nonmetric Hypothesis" Psychometrika, Vol.	N	N	TRUE	
http://www.jstor.org/stable/10.1086/655162	0	231	Hence, where skills are observed, the hypothesis of abundance?intensity matching is confirmed.		N	FALSE	N
http://www.jstor.org/stable/2207159	5	2	If the age-sex distribution of Texas slaves does not fit the model, the whole hypothesis about the selective sale of slaves "bred" for the lower South should be held in serious doubt.		N	FALSE	N
http://www.jstor.org/stable/18273	4	9	Does that, too, fit the hypothesis of rotating currents ?"		?	FALSE	
http://www.jstor.org/stable/431477	3	12	Unfortunately, not all claims about key characteristics fit so nicely with what the hypothesis predicts.			TRUE	
http://www.jstor.org/stable/42770867	7	5	Clearly, pollination of T. brevifolia growing on southern Vancouver Island cannot be accurately predicted using Richard's (1985) hypothesis either.			TRUE	
http://www.jstor.org/stable/23328277	2	18	We fit six models to our data, each encapsulating a hypothesis about the macroevolutionary processes that shaped the history of the clade (Table 1).	?	N	FALSE	N
http://www.jstor.org/stable/41274985	10	5	It is probably easier - if one is to follow this logic of thinking - to prove social conditions of the sociological point of view searching for social determinants in the logical and substantial construction of science than it is to confirm the accuracy of the hypothesis of social determination of scientific cognition as such.			TRUE	
http://www.jstor.org/stable/965236	0	32	I am grateful to Professor Jeffrey Kallberg for the suggestion that this may fit in with my hypothesis about the separate provenances of the two autographs - i.e.			TRUE	
http://www.jstor.org/stable/27546897	9	1	What, as a writer, as a critic, I call 'first reading' is already much more than a pragmatic or a phenomenological first acquaintance with a literary text: it is a constructed hypothesis which presupposes a certain degree of accuracy, and therefore a certain amount of checking (rereading)."	?		FALSE	
http://www.jstor.org/stable/42922770	2	9	words per C-unit (W/CU) 2. inflectional suffixes per C-unit (IS/CU) 3. clauses per C-unit (C/CU) 4. coordination index (CI), or the number of independent clause coordinations divided by the number of combined clauses (clauses minus sentences) Hypothesis 2: There will be no differences in the accuracy of oral production on simple, complex, and very complex versions of a task.	?	N	FALSE	N
http://www.jstor.org/stable/24671287	1	7	In short, it needs to take into account, first, the fit of the input with the hypothesis, and secondly, how statistically likely that hypothesis is (the 'prior prob ability').	N		FALSE	
http://www.jstor.org/stable/20166439	158	36	Major problems in the supporting evidence include inattention to rntradictory data, lack of hypothesis testing, inappropriate curve-fitting techniques, and an invalid data transformation.		N	FALSE	N
http://www.jstor.org/stable/10.1086/678988	0	169	Combined with the results that zebra finches increase lean mass and not body fat when nutritional conditions improved, our findings support the environmental matching hypothesis by demonstrating that resource allocation strategies of zebra finches in times of nutritional stress will differ depending on prior conditions.		N	FALSE	N
http://www.jstor.org/stable/4475154	11	7	The purpose for which they were then found useful was, I suggest, the more effective organisation of the retainers or dependents of competing groups of aristocrats: the very different evidence from classical Athens, about which I hope to write soon elsewhere, shows a connection between genos and phratry which would fit this hypothesis well.			TRUE	
http://www.jstor.org/stable/27731698	3	18	According to the stress matching hypothesis of Cohen and Wills25 there must be a reasonable match between the coping Main findings The inclusion of ?ob demands which are specific for lorry driving improved the predictive power of the model of job demands and control for fatigue and job dissatisfaction in this occupation.	N	N	TRUE	
http://www.jstor.org/stable/10.1086/605591	0	109	Support for the fit hypothesis** would also imply that fit** effects are more pervasive than currently believed.	?	N	FALSE	N
http://www.jstor.org/stable/249376	2	3	Hypothesis 3: Ho: The match between career orientation and job setting is unrelated to MIS em- ployees' job satisfaction, career satis- faction, organizational commitment, and intention to leave.	N	N	TRUE	
http://www.jstor.org/stable/40208474	0	2	Articles in past and recent wildlife literature fit the deductions and supported the hypothesis.			TRUE	
http://www.jstor.org/stable/24099648	1	20	A multinomial x~ goodness of fit test was employed to check the null hypothesis of no differences in the pat terns of visitation of the common frugivores, taken a pair at a time.		N	FALSE	N
http://www.jstor.org/stable/3570935	11	4	To fit this hypothesis it would then be necessary to have a chain-terminat- ing step involving the interaction of nitrogen oxides with hydroxyl or hydroperoxyl radicals.			TRUE	
http://www.jstor.org/stable/4047676	21	10	Existential Sentences Another hint that the matching hypothesis has merits comes from existen- tial sentences.	?	N	FALSE	N
http://www.jstor.org/stable/10.1086/651319	0	35	Finding the curve that best represents the relationship between two variables X and Y involves not only fitting particular curves from some given hypothesis space to the data but also making ‘higher’ level decisions about which general family or functional form (linear, quadratic, etc.)"	?	N	FALSE	N
http://www.jstor.org/stable/10.1525/mp.2015.32.4.394	15	57	Journal of the Acoustical Society of America, goodness-of-fit to a nonmetric hypothesis.	N	N	TRUE	
http://www.jstor.org/stable/40282789	16	2	This is the null hypothesis of equal forecast accuracy.	N	N	TRUE	
http://www.jstor.org/stable/10.1086/663590	0	10	The occupational analysis provides several pieces of evidence that distinguish the employer learning hypothesis from other competing hypotheses, such as improved match quality with experience.	?	N	FALSE	N
http://www.jstor.org/stable/20051010	3	22	All data were tested for normality using the Kolmogorov-Smirnov test for goodness of fit (Zar 1996); the null hypothesis of normality was rejected for ecological species group cover and individual herbaceous species cover.	N	N	TRUE	
http://www.jstor.org/stable/10.1086/231256	71	8	Chap- ter 4 introduces basic ideas of hypothesis testing and goodness of fit based on the likelihood function.	N	N	TRUE	
http://www.jstor.org/stable/1422836	4	0	PERCEPTUAL CLOSURE 221 presented parts were intended to correspond to the implications gen- erated from a hypothesis, and thus accuracy of testing those impli- cations could be estimated from the accuracy of making the yes/no judgments.			TRUE	
http://www.jstor.org/stable/2479873	22	0	WEATHERWAX: THE EVOLUTION OF MAIZE 331 tions it may be seen that Collins does not necessarily hold to any one variety of pod corn for his evidence, switching from earless to branched types as he finds structures to fit his hypothesis; and, even with this latitude of choice, he fails to find sufficient evidence that pod corn is wholly primitive.			TRUE	
http://www.jstor.org/stable/30244514	11	31	until better occupancy data is made available); on the other hand, arbitrarily increasing the resolution of range maps to match high resolution environmental data to test ecological or biogeographical hypothesis will likely result in artificial associations and biased conclusions.		N	FALSE	N
http://www.jstor.org/stable/3535484	3	3	Evidence that birds do fly over mountain ranges by night is largely circumstantial, but available data seem to fit that hypothesis better than the alternative of migration through the valleys.			TRUE	
http://www.jstor.org/stable/3224173	11	5	Should this hypothesis be accurate then the ancestral form of these sub- families is discocotylid in nature.	?		FALSE	
http://www.jstor.org/stable/3629897	7	8	Stefflre, Castillo Vales, and Morley (1966) retested the hypothesis that com- munication accuracy is related to successful memory performance with speakers of Spanish and of Yucatec Mayan.	?	N	FALSE	N
http://www.jstor.org/stable/43553724	11	11	To test more accurately our conditional hypothesis 2, we need to appraise the different marginal impact of TRADE- DEBT on B ANKDEBT for all the values of DURAT, ceteris paribus.			TRUE	
http://www.jstor.org/stable/2009777	1	9	The evidence from both psychology and history overwhelmingly supports the view (which may be labeled Hypothesis i) that decision-makers tend to fit incoming information into their existing theories and images.		N	FALSE	N
http://www.jstor.org/stable/3518964	9	18	Indeed a spectrum of female behavior and personality ranging from belligerent deviance to uncritical acceptance far more accurately reflects reality than any hypothesis of one or a few modal personalities.			TRUE	
http://www.jstor.org/stable/256810	25	3	These results do not support Hypothesis 5.4 Effectiveness of simultaneous models of fit.		N	FALSE	N
http://www.jstor.org/stable/4599892	5	33	The good-fit hypothesis predicts, among other things, that size assortative mating should occur.	?	N	FALSE	N
http://www.jstor.org/stable/1605178	184	31	If this hypothesis is accurate, one would anticipate peri- ods of augmented protein synthesis in lens epi- thelial cells after explantation.			TRUE	
http://www.jstor.org/stable/23691343	9	5	In this connection, the two pump hypothesis might be more accurately** called the 'dual control hypothesis**'.	?	N	FALSE	N
http://www.jstor.org/stable/40221678	7	141	In search of golden rules: comment on hypothesis-testing approaches to setting cutoff values for fit indexes and dangers in overgeneralizing Hu and Bentler' s (1999) findings.	?	N	FALSE	N
http://www.jstor.org/stable/23674817	14	64	B., 1964 a: Multidimensional scaling by optimizing goodness of fit to a non metric hypothesis.	N	N	TRUE	
http://www.jstor.org/stable/24815047	2	30	It must be emphasized that a satisfactory fit would not constitute a proof of our hypothesis.		N	FALSE	N
http://www.jstor.org/stable/3181513	44	11	DISCUSSION Children's reactions to exposure to marital conflict more closely fit the predictions of the emotional security hypothesis than the modeling 37			TRUE	
http://www.jstor.org/stable/4535488	10	4	The start of pre-laying behaviour and resumption of searching after a disruption are accurately predicted by a competition hypothesis.			TRUE	
http://www.jstor.org/stable/2534589	29	2	The life-cycle-perma- nent-income hypothesis strongly suggests that permanent irncome is a more accurate gauge of economic welfare than is current income.	?	N	FALSE	N
http://www.jstor.org/stable/4047651	12	11	However, since the third person plural must be either [+ spec] or [-spec], because of examples like (20) which are ambiguous as indicated (Suner 1983, Jaeggli 1986a), third person plural verbal agreement must also be either [+spec] or [-spec] under the Matching Principle hypothesis.	N	N	TRUE	
http://www.jstor.org/stable/3870777	0	28	These obser- vations fit nicely with the hypothesis that the Arabidopsis FtsZ proteins are differentially localized-one inside the chloroplast and the other outside-and they strongly suggest that both rings in the torus play a functional role in the di- vision process.			TRUE	
http://www.jstor.org/stable/24573187	4	22	Second, the test assesses the fit of the data to the necessity-sufficiency hypothesis** relative to their fit** to the null hypothesis.		N	FALSE	N
http://www.jstor.org/stable/40214230	17	58	Cognitive style and dyadic interaction: The matching hypothesis revisited.	N	N	TRUE	
http://www.jstor.org/stable/1422662	18	12	The results from this series of experiments show, then, that when the retrieval context matches the context at encoding, the results usually support the encoding specificity hypothesis, but when the re- trieval context does not match** the context at encoding, neither the en- coding specificity hypothesis** nor the semantic integration hypothesis"		N	FALSE	N
http://www.jstor.org/stable/41215398	4	5	The date would fit in very well with this hypothesis, for most of the sixth-cen- tury pieces in the Colt find stem from the military circle.			TRUE	
http://www.jstor.org/stable/270895	40	6	1964 "Multidimensional scaling by optimizing goodness-of-fit to a nonmetric hypothesis."	N	N	TRUE	
http://www.jstor.org/stable/229867	5	10	Didacus attempted to show how various verses of Scripture could be interpreted to fit the Copernican hypothesis.			TRUE	
http://www.jstor.org/stable/40190180	1	4	Of more interest to the reviewer was the hint (on page 17) of a mod- ernized Turner hypothesis de- signed to fit Canadian conditions.			TRUE	
http://www.jstor.org/stable/1392185	0	16	In this article we propose widely applicable tests of the null hypothesis of no difference in the accuracy of two competing forecasts.	?	N	FALSE	N
http://www.jstor.org/stable/20062143	8	23	J Mar Biol Assoc UK 37:157-208 Cushing DH (1990) Plankton production and year-class strength in fish populations?an update of the match mismatch hypothesis.	N	N	TRUE	
http://www.jstor.org/stable/3813718	4	15	Results were consistent with equity theory, the matching hypothesis, and with men's (compared to women's) greater willingness to engage in sexual behavior in dating relationships.		N	FALSE	N
http://www.jstor.org/stable/258703	32	66	The systematic distortion hypothesis, halo, and accuracy: An individual-level analysis.	N	N	TRUE	
http://www.jstor.org/stable/27531466	0	15	If this hypothesis is true, matching on mental age does not presuppose matching on the ability to perform specific mental tasks.	?	N	FALSE	N
http://www.jstor.org/stable/3450771	3	22	4, with each extension representing a phys- iological hypothesis, and assessed via statistical model fitting the ability of each model to predict fish growth in our feeding experiment.	?	N	FALSE	N
http://www.jstor.org/stable/245246	1	12	The alternative hypothesis is that forecast accuracy was better for good reporters.	N	N	TRUE	
http://www.jstor.org/stable/1083212	5	6	The authors tested the hypothesis that accuracy of social perception is positively related to effectiveness of interpersonal relations.	?	N	FALSE	N
http://www.jstor.org/stable/10.1086/322079	0	266	Very similar considerations hold for estimates that use time?varying regressors, reported in columns 5 and 6 of table 5: the impact of local labor market variables is consistent with the hypothesis of constant returns in matching for males, while it is not significantly different from zero for females.		N	FALSE	N
http://www.jstor.org/stable/4090095	5	9	Equal, less, and more indicate results of chi-square test of goodness-of-fit for the null hypothesis that each forest type was used in proportion to its occurrence, northem Virginia, 1998.	N	N	TRUE	
http://www.jstor.org/stable/26750066	3	7	The null hypothesis is that the fit of two case mix systems to the response variable, as measured by the MSE, is equally good.	N	N	TRUE	
http://www.jstor.org/stable/23485847	2	24	This hypothesis, even if accurate, only pushes the ques tion back one stage.			TRUE	
http://www.jstor.org/stable/24895081	8	28	This interpo- than in the evening (this hypothesis might relate both lation has obviously reduced the accuracy of our esti- to the pearlside and their predators).	?	?	TRUE	
http://www.jstor.org/stable/10.1086/605591	0	283	General Discussion The present research offers support for the fit from construal hypothesis, which predicts a correspondence between regulatory focus and level of construal.			TRUE	
http://www.jstor.org/stable/26426732	4	2	We therefore test the following: H1a: Models who are similar to the recipient are more effective than attractive models in affecting re- H2: The fit conditions described in Hypothesis 1 evoke sponses to inside-my-body products.	?		FALSE	
http://www.jstor.org/stable/40235180	9	15	The classical match -mismatch hypothesis (Cushing 1990) suggests that timing of spawning remains fixed, reflecting the time of optimal developmental conditions for the offspring.	N	N	TRUE	
http://www.jstor.org/stable/44151082	12	35	In addition, to resolve the difficulties with the person-interaction-fit hypothesis, further replication and"	N	N	TRUE	
http://www.jstor.org/stable/24891412	0	3	The match-mismatch hypothesis describes the effect of predator-prey population synchrony on predator development and survival and is used to describe climate effects on ecological patterns and processes in prey-controlled terrestrial and marine ecosystems.	N	N	TRUE	
http://www.jstor.org/stable/20532098	0	10	In accordance with the climate-matching hypothesis, we found that in the colder temperate UK, egg infertility was high, resulting in lower fecundities.		N	FALSE	N
http://www.jstor.org/stable/23358911	2	2	Even on the basis of the evidence Moore presents, we repeatedly encounter "Cathars" spontaneously and undeniably expressing views that fit with the Dualist hypothesis.			TRUE	
http://www.jstor.org/stable/328121	8	25	Also, to the degree that grammar-oriented language practice is considered useful, the markedness hypothesis suggests that instructors might bene- fit students by weighting practice in the direc-"	N	N	TRUE	
http://www.jstor.org/stable/1128022	9	14	The effects of social setting on role taking would seem to fit better with a deprivation hypothesis.			TRUE	
http://www.jstor.org/stable/29762795	8	4	RESULTS Table 1 shows that our hypothesized order of the salience of the cases in the lists was accurate with regard to the self-assignment hypothesis.			TRUE	
http://www.jstor.org/stable/2107275	6	0	In short, granting experience of past events, this best hypothesis argu- ment justifies the probable accuracy of memory and, thereby, one's right to claim that past events possessed a particular structure.	N	N	TRUE	
http://www.jstor.org/stable/1139299	5	15	It allows the honest doctor to give a professionally sound answer to any hypothesis without worrying about the accuracy or partiality of the witnesses who built up the history.	N	N	TRUE	
http://www.jstor.org/stable/1831315	1	2	In some cases, the alternative hypothesis is simply that the model does not fit the data, while in others the alternative hypothe- sis is that all or part of consumption is proportional to income (the "Keynesian" alternative).	?		FALSE	N lub ?
http://www.jstor.org/stable/2634910	13	21	effort-accuracy hypothesis.	N	?	FALSE	N
http://www.jstor.org/stable/43862598	10	6	Table 3 reports the medians (across N) of the 777-statistic for different forecast horizons (the first number in each row under columns 3-6), the number of countries having the 777-statistic less than 1.0 for different forecast horizons (the second number in each row under columns 3-6), the number of countries for which the CW- statistic rejects the hypothesis of equal forecast accuracy at the 10% level for different horizons (numbers in parentheses), the percentage of the 77/-statistics that are less than 1.0 over all horizons (TU), and the percentage of the CW-statistics rejecting the null of equal accuracy at the 10% level over all horizons (CW 1) and over medium and long horizons (CW2).		N	FALSE	N
http://www.jstor.org/stable/25654753	13	13	Hypothesis testing for line fit comparisons.	N	N	TRUE	
http://www.jstor.org/stable/1125606	6	1	The remainder, when that variance is sub- tracted from the total variance between subgroups, estimates the accuracy of the fit of the hypothesis** and is associated with two degrees of freedom.	N	N	TRUE	
http://www.jstor.org/stable/2324262	4	54	Paper topics in- clude random variate generation for bino- mial, Poisson, and Gumbel distributions as well as a more general combining method for random number generation, robust es- timation of multivariate parameters, simu- lation in hypothesis testing, goodness-of-fit problems, and survey sampling.	N	N	TRUE	
http://www.jstor.org/stable/2334027	7	15	No discriminatory test can influence the order of preference thus obtained, since if hypothesis H1 gives better fit than H2, then"			TRUE	
http://www.jstor.org/stable/2489483	3	8	Hypothesis 2 predicts that categorization accuracy will be greater when the respondent's own normal price standards are used to define the correct categorization than when ac- tual normal market prices are used.	?	N	FALSE	N
http://www.jstor.org/stable/20203974	4	2	Data analysis A chi-square goodness-of-fit test was used to test the null hypothesis that crayfish used the shallow and deep sides of the enclosures equally.		N	FALSE	N
http://www.jstor.org/stable/30041341	0	7	The present state of the philosophy of science is illustrated by recent work on the 'truth hypothesis', according to which, science is generating increasingly accurate representations of a mind-independent and largely unobservable world.			TRUE	
http://www.jstor.org/stable/2937926	3	13	Unfortu- nately, these studies also may not accurately assess the efficiency wage hypothesis because they do not attach wages to current jobs or to measures ofjob opportunities making it difficult to assess accurately the costs associated with dismissal.			TRUE	
http://www.jstor.org/stable/10.1086/682949	0	284	OutFLANK fills this need; it provides accurate hypothesis testing for the role of a gene in local adaptation while accounting for sampling errors and unknown deviations in population history from the assumptions of basic models.		N	FALSE	N
http://www.jstor.org/stable/4355505	5	7	To assess the accuracy of the approximations for the distributions under the null hypothesis, the estimates of the power under the null hypothesis are included.		N	FALSE	N
http://www.jstor.org/stable/4536559	2	6	2001; Vehrencamp, 2001), consistent with the hypothesis that song type matching represents a greater threat, and also with the idea that the reliability of this signal is enforced by a receiver-retaliation rule.		N	FALSE	N
http://www.jstor.org/stable/40309853	9	0	92 Oecologia (2009) 159:83-93 Cushing DH (1990) Plankton production and year-class strength in fish populations: an update of the match/mismatch hypothesis.	N	N	TRUE	
http://www.jstor.org/stable/bullecosociamer.95.2.117	1	21	Matching the intermediate disturbance hypothesis (Connell 1978), models generally produce forests that are most diverse at an intermediate frequency of disturbance (Shugart 1984, Shugart and Woodward 2011).	N		FALSE	N
http://www.jstor.org/stable/1913003	3	10	As Anderson has emphasized [2, p. 108], empirical support at the level of industry groups provides protection against the effects of "data mining" that is, goodness of fit resulting solely from the selection of the best fitting hypothesis among a very broad range of alternative specifications at the aggregate level.		N	FALSE	
http://www.jstor.org/stable/23886724	9	21	Ecological disturbance: A test of the matching hypothesis.	N	N	TRUE	N
http://www.jstor.org/stable/1433821	8	27	B. Multidimensional scaling by optimizing goodness of fit to a nonmetric hypothesis.	N	N	TRUE	
http://www.jstor.org/stable/24432337	9	34	Thus, unimodal relationship is consistent with much ecological we note that although the relative fertility hypothesis fit theory from studies on how herbivory impacts native our data best (based on AIC0), the fertility-dependent plant communities (Oksanen et al.	N		FALSE	
http://www.jstor.org/stable/2992227	3	21	Under certain circumstances high levels of non-sister group homoplasy may not prevent parsi- mony analysis from generating an accurate phylogenetic hypothesis.			TRUE	
http://www.jstor.org/stable/40927605	0	5	These results thus appear to support a "cultural fit" hypothesis consistently for persons in low HDI countries, and a transition towards a "cultural fit" for persons in HDI countries as data was collected across the four waves.		N	FALSE	N
http://www.jstor.org/stable/4320757	22	19	17 It is often thought that whenever a hypothesis is constructed to fit the data e, and then e is used again to test that hypothesis, the result is a test with minimal severity - or no test at all.			TRUE	
http://www.jstor.org/stable/10.1086/589252	0	316	It is of course possible that sex?linked recessive gene hypothesis is accurate and that other biological or social factors are responsible for the greater female variance in these countries.			TRUE	
http://www.jstor.org/stable/1370349	1	19	(1996) demonstrated that Song Sparrows (Melospiza melodia) respond to playbacks of neighbor song by repertoire matching, which is consistent with the hypothesis that shared songs can be impor- tant for mediating interactions between familiar birds.		N	FALSE	N
http://www.jstor.org/stable/41238554	3	1	Hypothesis 4 (H4): "Perfect matching" between academic preparation and institu- tional destination would not lessen institu- tional stratification.	N	N	TRUE	
http://www.jstor.org/stable/26369781	0	18	They also contribute to individual the ‘‘maternal match hypothesis’’ of Love et al.	N	N	TRUE	
http://www.jstor.org/stable/3877958	4	19	In cases where the adults were not selective of habitat, and the Fisher exact test failed to reject the null hypothesis, a chi-square goodness-of-fit test was used to determine if the smaller fish were avoiding the side of the chamber occupied by the adult.	?	N	FALSE	N
http://www.jstor.org/stable/2656155	5	15	A priori methods (CA and RTA) modify the data when necessary to provide maximum fit to the null hypothesis of all-vicariance; this amounts to an a priori parsimony criterion.	?	N	FALSE	N
http://www.jstor.org/stable/30038879	10	28	Anand, Punam and Brian Sternthal (1989), "Strategies for Design- ing Persuasive Messages: Deductions from the Resource Match- ing Hypothesis " in Cognitive and Affective Responses to Adver- tising, Patricia Cafferata and Alice M. Tybout, eds.	N	N	TRUE	
http://www.jstor.org/stable/30025043	6	4	Musgrave (1981) has also seriously questioned the descriptive accuracy of the Leviathan hypothesis.			TRUE	
http://www.jstor.org/stable/29779581	5	22	The extent to which our results can be generalized to other locations is unknown, and retrospective studies are encouraged at other FACE sites to test the hypothesis that leaf litterfall 815N is a sensitive and accurate indicator of soil N availability and has utility in assessments of PNL.			TRUE	
http://www.jstor.org/stable/2666577	33	94	Multidimensional scaling by op- timizing goodness of fit to a nonmetric hypothesis.	N	N	TRUE	
http://www.jstor.org/stable/30080755	12	1	To follow accurately the logic of the planetesimal hypothesis, it is necessary to keep clearly in mind that its point of view is pre-eminently dynamic.	N		FALSE	N
http://www.jstor.org/stable/25333690	1	19	An investigation is actually in progress throughout France with a view to establishing the accuracy of the hypothesis.			TRUE	
